Sale_Id,Category,Price,Quantity,Sales,Discount_%,Net_Sales,Date,Country,City,Store_Type,Gender,Rating
SL-02403,Masala chai,6.86,2,13.72,5,13.03,2021-05-31,UAE,Fujairah,Cafe,Male,2.1
SL-02404,Camel milk,18.54,55,1019.7,0,1019.7,2020-09-20,UAE,Ras Al Khaimah,Cafe,Female,4.0
SL-02405,Camel milk,14.51,81,1175.31,20,940.25,2021-12-14,UAE,Dubai,Hypermarket,Other,2.3
SL-02406,Laban,4.44,98,435.12,30,304.58,2020-07-06,UAE,Abu Dhabi,Convenience Store,Female,2.4
SL-02407,Masala chai,4.94,5,24.7,0,24.7,2020-03-19,UAE,Ajman,Online,Female,3.3
SL-02408,Juice,7.43,71,527.53,0,527.53,2022-12-12,UAE,Dubai,Cafe,Male,2.8
SL-02409,Camel milk,17.34,31,537.54,15,456.91,2022-06-11,UAE,Ras Al Khaimah,Convenience Store,Female,1.5
SL-02410,Arabic coffee,6.94,37,256.78,10,231.1,2024-05-27,UAE,Ras Al Khaimah,Convenience Store,Female,1.1
SL-02411,Juice,6.75,98,661.5,30,463.05,2021-10-20,UAE,Umm Al Quwain,Hypermarket,Male,1.0
SL-02412,Arabic coffee,8.48,2,16.96,0,16.96,2021-06-16,UAE,Ajman,Hypermarket,Other,2.3
SL-02413,Juice,5.1,14,71.4,15,60.69,2022-02-04,UAE,Ras Al Khaimah,Convenience Store,Male,1.2
SL-02414,Arabic coffee,14.47,90,1302.3,30,911.61,2021-01-25,UAE,Abu Dhabi,Hypermarket,Female,2.2
SL-02415,Camel milk,8.18,5,40.9,20,32.72,2022-09-27,UAE,Dubai,Online,Female,1.2
SL-02416,Camel milk,15.65,70,1095.5,20,876.4,2021-04-22,UAE,Ajman,Cafe,Male,1.1
SL-02417,Camel milk,12.61,57,718.77,5,682.83,2023-10-02,UAE,Umm Al Quwain,Hypermarket,Female,1.0
SL-02418,Juice,6.0,73,438.0,20,350.4,2022-02-01,UAE,Umm Al Quwain,Cafe,Male,4.4
SL-02419,Camel milk,10.05,95,954.75,20,763.8,2022-08-03,UAE,Umm Al Quwain,Online,Male,2.6
SL-02420,Arabic tea,3.2,86,275.2,30,192.64,2024-02-24,UAE,Abu Dhabi,Supermarket,Female,1.6
SL-02421,Masala chai,5.6,10,56.0,10,50.4,2021-05-31,UAE,Ajman,Online,Female,3.8
SL-02422,Camel milk,18.89,15,283.35,0,283.35,2020-01-26,UAE,Umm Al Quwain,Convenience Store,Female,1.9
SL-02423,Soft drinks,2.76,90,248.4,5,235.98,2023-12-15,UAE,Dubai,Cafe,Female,1.7
SL-02424,Laban,6.14,67,411.38,20,329.1,2024-11-11,UAE,Ajman,Supermarket,Female,3.3
SL-02425,Camel milk,17.27,65,1122.55,15,954.17,2020-11-30,UAE,Abu Dhabi,Cafe,Male,3.2
SL-02426,Arabic coffee,10.89,41,446.49,20,357.19,2021-01-20,UAE,Fujairah,Online,Female,2.9
SL-02427,Juice,7.34,6,44.04,25,33.03,2022-06-03,UAE,Dubai,Convenience Store,Female,2.9
SL-02428,Camel milk,14.57,49,713.93,20,571.14,2021-12-07,UAE,Abu Dhabi,Cafe,Female,2.9
SL-02429,Arabic tea,4.55,43,195.65,10,176.08,2021-07-19,UAE,Umm Al Quwain,Supermarket,Female,5.0
SL-02430,Soft drinks,4.89,62,303.18,5,288.02,2023-04-21,UAE,Dubai,Supermarket,Male,1.9
SL-02431,Laban,3.51,30,105.3,5,100.04,2023-02-15,UAE,Fujairah,Hypermarket,Male,1.4
SL-02432,Juice,9.92,84,833.28,5,791.62,2021-03-25,UAE,Fujairah,Hypermarket,Female,4.4
SL-02433,Camel milk,13.06,47,613.82,20,491.06,2020-02-23,UAE,Ras Al Khaimah,Hypermarket,Female,3.7
SL-02434,Soft drinks,2.14,27,57.78,0,57.78,2024-12-02,UAE,Sharjah,Hypermarket,Male,1.5
SL-02435,Juice,6.16,17,104.72,25,78.54,2021-06-19,UAE,Dubai,Hypermarket,Male,1.8
SL-02436,Laban,3.37,43,144.91,0,144.91,2020-08-23,UAE,Ajman,Convenience Store,Male,1.0
SL-02437,Masala chai,6.58,77,506.66,5,481.33,2021-01-28,UAE,Umm Al Quwain,Online,Male,2.4
SL-02438,Laban,5.15,17,87.55,30,61.28,2021-01-02,UAE,Dubai,Supermarket,Female,5.0
SL-02439,Juice,8.1,88,712.8,25,534.6,2020-06-16,UAE,Dubai,Online,Male,4.5
SL-02440,Arabic tea,6.72,75,504.0,25,378.0,2022-12-15,UAE,Ras Al Khaimah,Hypermarket,Male,4.1
SL-02441,Soft drinks,5.37,95,510.15,20,408.12,2021-10-26,UAE,Umm Al Quwain,Convenience Store,Male,2.5
SL-02442,Soft drinks,4.27,26,111.02,0,111.02,2024-07-20,UAE,Ajman,Online,Male,1.2
SL-02443,Laban,6.54,54,353.16,30,247.21,2020-06-15,UAE,Ajman,Online,Female,4.5
SL-02444,Juice,5.4,51,275.4,5,261.63,2024-01-21,UAE,Dubai,Cafe,Female,2.6
SL-02445,Camel milk,11.64,37,430.68,30,301.48,2024-11-02,UAE,Umm Al Quwain,Convenience Store,Male,1.1
SL-02446,Juice,9.88,88,869.44,10,782.5,2023-11-09,UAE,Ras Al Khaimah,Hypermarket,Female,3.3
SL-02447,Camel milk,11.63,78,907.14,15,771.07,2024-04-27,UAE,Abu Dhabi,Online,Male,4.4
SL-02448,Soft drinks,3.74,16,59.84,0,59.84,2021-07-16,UAE,Sharjah,Hypermarket,Male,4.1
SL-02449,Arabic tea,5.69,84,477.96,20,382.37,2025-10-09,UAE,Fujairah,Convenience Store,Male,1.6
SL-02450,Arabic tea,4.57,6,27.42,20,21.94,2021-02-05,UAE,Fujairah,Online,Female,3.4
SL-02451,Arabic coffee,11.23,53,595.19,5,565.43,2020-12-12,UAE,Fujairah,Hypermarket,Female,4.6
SL-02452,Arabic coffee,11.01,88,968.88,15,823.55,2022-09-07,UAE,Sharjah,Hypermarket,Male,2.4
SL-02453,Soft drinks,4.88,37,180.56,15,153.48,2022-08-24,UAE,Abu Dhabi,Convenience Store,Female,2.5
SL-02454,Soft drinks,2.98,26,77.48,30,54.24,2024-02-07,UAE,Dubai,Hypermarket,Male,3.8
SL-02455,Arabic tea,5.34,64,341.76,15,290.5,2025-03-27,UAE,Dubai,Convenience Store,Other,2.1
SL-02456,Arabic tea,5.64,89,501.96,20,401.57,2024-07-02,UAE,Fujairah,Convenience Store,Female,4.2
SL-02457,Laban,5.85,93,544.05,30,380.84,2022-09-09,UAE,Sharjah,Convenience Store,Female,2.4
SL-02458,Juice,6.22,61,379.42,30,265.59,2025-08-21,UAE,Sharjah,Online,Male,3.9
SL-02459,Juice,9.77,9,87.93,15,74.74,2023-03-15,UAE,Abu Dhabi,Convenience Store,Male,1.7
SL-02460,Masala chai,3.11,90,279.9,0,279.9,2023-06-08,UAE,Ras Al Khaimah,Convenience Store,Female,4.7
SL-02461,Laban,3.35,44,147.4,5,140.03,2024-02-29,UAE,Umm Al Quwain,Online,Female,2.3
SL-02462,Laban,4.53,39,176.67,30,123.67,2020-02-25,UAE,Ajman,Hypermarket,Male,4.7
SL-02463,Juice,9.22,36,331.92,5,315.32,2021-05-01,UAE,Abu Dhabi,Convenience Store,Female,3.4
SL-02464,Masala chai,3.91,16,62.56,30,43.79,2022-03-11,UAE,Sharjah,Supermarket,Other,4.8
SL-02465,Soft drinks,5.17,21,108.57,15,92.28,2023-06-19,UAE,Umm Al Quwain,Supermarket,Male,2.3
SL-02466,Soft drinks,4.87,8,38.96,15,33.12,2022-07-14,UAE,Ras Al Khaimah,Online,Male,4.1
SL-02467,Camel milk,19.53,88,1718.64,0,1718.64,2025-07-23,UAE,Dubai,Cafe,Female,3.9
SL-02468,Laban,6.29,22,138.38,5,131.46,2021-01-13,UAE,Dubai,Supermarket,Male,3.2
SL-02469,Laban,4.12,21,86.52,5,82.19,2025-09-01,UAE,Sharjah,Convenience Store,Female,1.7
SL-02470,Arabic tea,4.3,35,150.5,30,105.35,2021-11-01,UAE,Fujairah,Online,Male,3.0
SL-02471,Arabic tea,5.24,87,455.88,0,455.88,2021-08-27,UAE,Fujairah,Cafe,Male,2.4
SL-02472,Soft drinks,5.62,60,337.2,15,286.62,2024-07-23,UAE,Abu Dhabi,Cafe,Male,3.7
SL-02473,Soft drinks,2.78,1,2.78,0,2.78,2024-01-02,UAE,Sharjah,Supermarket,Female,1.2
SL-02474,Arabic tea,2.76,57,157.32,20,125.86,2025-10-27,UAE,Dubai,Supermarket,Female,2.5
SL-02475,Arabic coffee,14.84,5,74.2,0,74.2,2021-06-08,UAE,Abu Dhabi,Online,Female,1.7
SL-02476,Camel milk,11.71,41,480.11,15,408.09,2023-05-18,UAE,Fujairah,Hypermarket,Male,1.1
SL-02477,Soft drinks,5.87,89,522.43,30,365.7,2020-12-21,UAE,Dubai,Hypermarket,Female,3.1
SL-02478,Juice,9.96,5,49.8,5,47.31,2021-09-23,UAE,Dubai,Hypermarket,Male,2.4
SL-02479,Laban,6.1,23,140.3,25,105.22,2025-06-08,UAE,Dubai,Cafe,Female,3.3
SL-02480,Arabic tea,3.23,17,54.91,25,41.18,2022-05-23,UAE,Sharjah,Cafe,Male,4.6
SL-02481,Soft drinks,2.59,20,51.8,25,38.85,2025-11-08,UAE,Fujairah,Online,Male,3.5
SL-02482,Laban,5.43,1,5.43,10,4.89,2022-06-28,UAE,Sharjah,Online,Female,4.3
SL-02483,Arabic tea,3.77,17,64.09,5,60.89,2020-05-22,UAE,Ajman,Online,Male,2.4
SL-02484,Juice,6.38,7,44.66,20,35.73,2025-08-01,UAE,Ajman,Supermarket,Female,2.6
SL-02485,Arabic tea,6.8,98,666.4,20,533.12,2020-06-07,UAE,Umm Al Quwain,Hypermarket,Female,1.8
SL-02486,Camel milk,8.17,16,130.72,5,124.18,2022-06-29,UAE,Ajman,Supermarket,Male,4.4
SL-02487,Laban,5.71,81,462.51,5,439.38,2024-11-15,UAE,Fujairah,Supermarket,Female,3.0
SL-02488,Arabic coffee,12.62,69,870.78,30,609.55,2022-12-11,UAE,Sharjah,Online,Male,2.3
SL-02489,Soft drinks,2.58,28,72.24,25,54.18,2025-09-13,UAE,Abu Dhabi,Hypermarket,Female,4.7
SL-02490,Camel milk,15.62,97,1515.14,20,1212.11,2021-09-23,UAE,Sharjah,Convenience Store,Other,2.4
SL-02491,Arabic coffee,13.16,88,1158.08,25,868.56,2024-07-16,UAE,Umm Al Quwain,Hypermarket,Male,4.8
SL-02492,Camel milk,12.52,80,1001.6,10,901.44,2022-09-19,UAE,Abu Dhabi,Convenience Store,Female,4.6
SL-02493,Arabic tea,6.49,93,603.57,15,513.03,2025-12-17,UAE,Umm Al Quwain,Hypermarket,Male,3.6
SL-02494,Camel milk,11.26,88,990.88,30,693.62,2025-06-11,UAE,Ajman,Convenience Store,Male,1.9
SL-02495,Arabic coffee,8.15,72,586.8,10,528.12,2020-02-25,UAE,Umm Al Quwain,Supermarket,Female,2.3
SL-02496,Arabic coffee,5.72,100,572.0,15,486.2,2023-03-20,UAE,Abu Dhabi,Online,Female,3.0
SL-02497,Arabic coffee,8.99,74,665.26,30,465.68,2023-07-09,UAE,Fujairah,Online,Female,2.5
SL-02498,Arabic coffee,7.77,61,473.97,0,473.97,2021-12-14,UAE,Sharjah,Convenience Store,Male,1.3
SL-02499,Arabic coffee,11.6,48,556.8,0,556.8,2023-11-02,UAE,Ajman,Convenience Store,Male,3.3
SL-02500,Masala chai,5.14,3,15.42,20,12.34,2022-05-16,UAE,Fujairah,Supermarket,Female,2.5
SL-02501,Laban,4.28,71,303.88,15,258.3,2021-07-15,UAE,Sharjah,Hypermarket,Male,4.2
SL-02502,Camel milk,11.04,56,618.24,5,587.33,2025-07-25,UAE,Fujairah,Supermarket,Male,4.5
SL-02503,Camel milk,9.63,85,818.55,0,818.55,2022-09-24,UAE,Abu Dhabi,Convenience Store,Male,1.8
SL-02504,Arabic tea,5.58,80,446.4,15,379.44,2020-05-28,UAE,Ajman,Cafe,Female,2.8
SL-02505,Laban,6.82,61,416.02,5,395.22,2022-08-05,UAE,Dubai,Hypermarket,Male,4.6
SL-02506,Camel milk,17.57,99,1739.43,5,1652.46,2020-04-25,UAE,Abu Dhabi,Online,Female,3.7
SL-02507,Juice,9.75,90,877.5,20,702.0,2024-09-17,UAE,Ras Al Khaimah,Cafe,Female,3.6
SL-02508,Masala chai,4.19,82,343.58,5,326.4,2023-06-18,UAE,Fujairah,Cafe,Female,3.8
SL-02509,Soft drinks,2.46,12,29.52,25,22.14,2025-09-30,UAE,Umm Al Quwain,Online,Male,1.8
SL-02510,Arabic coffee,12.25,75,918.75,25,689.06,2021-10-11,UAE,Sharjah,Hypermarket,Male,1.6
SL-02511,Camel milk,15.03,46,691.38,30,483.97,2023-03-04,UAE,Dubai,Convenience Store,Male,2.5
SL-02512,Laban,5.56,37,205.72,15,174.86,2025-03-16,UAE,Dubai,Supermarket,Male,2.7
SL-02513,Juice,5.84,70,408.8,25,306.6,2025-01-08,UAE,Umm Al Quwain,Online,Female,2.2
SL-02514,Laban,4.8,40,192.0,0,192.0,2020-05-18,UAE,Ajman,Hypermarket,Male,2.4
SL-02515,Masala chai,7.29,5,36.45,0,36.45,2025-04-10,UAE,Ajman,Hypermarket,Male,3.8
SL-02516,Soft drinks,2.15,95,204.25,15,173.61,2025-03-17,UAE,Sharjah,Cafe,Male,1.7
SL-02517,Juice,4.47,82,366.54,20,293.23,2022-07-01,UAE,Fujairah,Convenience Store,Male,3.8
SL-02518,Masala chai,4.03,89,358.67,10,322.8,2023-12-03,UAE,Ras Al Khaimah,Online,Female,1.7
SL-02519,Camel milk,9.94,21,208.74,15,177.43,2020-11-16,UAE,Ajman,Hypermarket,Male,1.9
SL-02520,Arabic tea,3.57,38,135.66,20,108.53,2024-05-30,UAE,Ras Al Khaimah,Cafe,Female,4.1
SL-02521,Masala chai,7.61,53,403.33,25,302.5,2022-12-08,UAE,Ajman,Hypermarket,Male,2.3
SL-02522,Arabic tea,6.51,38,247.38,25,185.54,2023-06-04,UAE,Abu Dhabi,Convenience Store,Female,4.1
SL-02523,Laban,3.49,73,254.77,20,203.82,2022-11-24,UAE,Ras Al Khaimah,Hypermarket,Female,2.0
SL-02524,Masala chai,5.89,37,217.93,5,207.03,2025-11-23,UAE,Ras Al Khaimah,Convenience Store,Female,2.1
SL-02525,Arabic tea,5.38,85,457.3,25,342.97,2023-09-06,UAE,Ras Al Khaimah,Hypermarket,Male,1.2
SL-02526,Laban,4.68,78,365.04,25,273.78,2025-12-23,UAE,Ajman,Hypermarket,Other,3.7
SL-02527,Arabic coffee,12.71,67,851.57,20,681.26,2020-02-02,UAE,Umm Al Quwain,Convenience Store,Male,1.6
SL-02528,Arabic tea,4.86,17,82.62,0,82.62,2020-06-26,UAE,Fujairah,Hypermarket,Male,2.9
SL-02529,Juice,5.96,67,399.32,10,359.39,2024-02-26,UAE,Abu Dhabi,Convenience Store,Female,4.1
SL-02530,Masala chai,5.36,75,402.0,5,381.9,2023-05-21,UAE,Umm Al Quwain,Hypermarket,Male,1.0
SL-02531,Masala chai,5.83,39,227.37,15,193.26,2020-08-11,UAE,Dubai,Hypermarket,Female,1.9
SL-02532,Arabic tea,2.14,95,203.3,30,142.31,2025-03-05,UAE,Sharjah,Supermarket,Male,1.5
SL-02533,Masala chai,7.29,46,335.34,20,268.27,2023-10-13,UAE,Fujairah,Cafe,Male,2.3
SL-02534,Arabic coffee,11.78,61,718.58,0,718.58,2022-06-13,UAE,Ras Al Khaimah,Online,Female,1.3
SL-02535,Camel milk,11.13,47,523.11,20,418.49,2024-05-07,UAE,Sharjah,Hypermarket,Male,2.3
SL-02536,Soft drinks,2.34,29,67.86,20,54.29,2022-01-21,UAE,Ras Al Khaimah,Convenience Store,Male,1.8
SL-02537,Soft drinks,5.32,21,111.72,25,83.79,2023-06-23,UAE,Fujairah,Hypermarket,Male,2.0
SL-02538,Juice,5.76,34,195.84,15,166.46,2025-01-20,UAE,Abu Dhabi,Supermarket,Male,1.9
SL-02539,Arabic coffee,10.79,65,701.35,25,526.01,2020-04-24,UAE,Fujairah,Online,Female,3.2
SL-02540,Camel milk,14.63,84,1228.92,10,1106.03,2020-07-24,UAE,Fujairah,Hypermarket,Female,2.1
SL-02541,Soft drinks,5.54,84,465.36,0,465.36,2025-03-22,UAE,Fujairah,Online,Male,2.1
SL-02542,Masala chai,3.94,5,19.7,10,17.73,2024-02-10,UAE,Abu Dhabi,Convenience Store,Male,1.9
SL-02543,Camel milk,9.96,72,717.12,20,573.7,2023-10-11,UAE,Sharjah,Online,Male,1.7
SL-02544,Arabic coffee,13.72,98,1344.56,5,1277.33,2022-08-15,UAE,Abu Dhabi,Hypermarket,Male,5.0
SL-02545,Camel milk,9.64,18,173.52,10,156.17,2020-02-10,UAE,Ajman,Cafe,Other,1.9
SL-02546,Soft drinks,2.09,26,54.34,10,48.91,2021-05-18,UAE,Ajman,Online,Male,3.9
SL-02547,Arabic coffee,14.01,59,826.59,10,743.93,2025-05-13,UAE,Umm Al Quwain,Supermarket,Male,2.7
SL-02548,Laban,5.44,97,527.68,30,369.38,2023-02-12,UAE,Sharjah,Hypermarket,Female,1.2
SL-02549,Arabic coffee,8.7,8,69.6,0,69.6,2022-11-24,UAE,Abu Dhabi,Hypermarket,Female,3.2
SL-02550,Arabic tea,4.44,31,137.64,0,137.64,2021-06-23,UAE,Abu Dhabi,Convenience Store,Female,4.8
SL-02551,Camel milk,9.52,38,361.76,15,307.5,2020-03-08,UAE,Dubai,Cafe,Female,4.2
SL-02552,Camel milk,13.45,21,282.45,5,268.33,2020-08-27,UAE,Fujairah,Hypermarket,Male,4.5
SL-02553,Juice,8.89,93,826.77,15,702.75,2021-02-20,UAE,Umm Al Quwain,Convenience Store,Female,3.2
SL-02554,Arabic tea,6.59,83,546.97,25,410.23,2021-03-09,UAE,Fujairah,Online,Male,2.0
SL-02555,Laban,6.15,77,473.55,30,331.49,2022-07-20,UAE,Abu Dhabi,Convenience Store,Male,2.4
SL-02556,Laban,6.49,57,369.93,5,351.43,2020-09-19,UAE,Umm Al Quwain,Online,Female,2.4
SL-02557,Soft drinks,2.62,77,201.74,0,201.74,2024-06-02,UAE,Umm Al Quwain,Cafe,Female,2.4
SL-02558,Arabic tea,4.67,92,429.64,10,386.68,2022-02-07,UAE,Ras Al Khaimah,Hypermarket,Female,2.9
SL-02559,Juice,7.44,10,74.4,30,52.08,2020-07-12,UAE,Abu Dhabi,Supermarket,Male,1.3
SL-02560,Camel milk,14.37,66,948.42,0,948.42,2020-07-23,UAE,Abu Dhabi,Convenience Store,Other,3.2
SL-02561,Arabic coffee,14.16,10,141.6,15,120.36,2020-05-27,UAE,Umm Al Quwain,Supermarket,Female,2.9
SL-02562,Arabic tea,5.15,29,149.35,20,119.48,2022-10-28,UAE,Abu Dhabi,Convenience Store,Male,4.9
SL-02563,Arabic coffee,8.55,77,658.35,10,592.52,2021-08-05,UAE,Fujairah,Supermarket,Female,1.7
SL-02564,Juice,9.67,96,928.32,10,835.49,2020-03-28,UAE,Abu Dhabi,Hypermarket,Female,1.7
SL-02565,Masala chai,7.29,20,145.8,5,138.51,2022-12-03,UAE,Dubai,Online,Male,3.7
SL-02566,Laban,6.52,49,319.48,30,223.64,2022-03-11,UAE,Abu Dhabi,Hypermarket,Female,1.0
SL-02567,Soft drinks,5.9,38,224.2,10,201.78,2025-08-06,UAE,Ajman,Supermarket,Male,4.4
SL-02568,Laban,5.4,43,232.2,0,232.2,2024-03-12,UAE,Sharjah,Online,Male,1.7
SL-02569,Laban,5.73,99,567.27,20,453.82,2023-07-06,UAE,Fujairah,Convenience Store,Male,4.1
SL-02570,Soft drinks,5.15,58,298.7,15,253.9,2024-10-15,UAE,Sharjah,Cafe,Female,1.7
SL-02571,Arabic coffee,11.58,21,243.18,20,194.54,2025-01-26,UAE,Fujairah,Convenience Store,Male,2.1
SL-02572,Juice,6.84,22,150.48,5,142.96,2024-06-23,UAE,Sharjah,Cafe,Male,2.7
SL-02573,Masala chai,5.71,19,108.49,30,75.94,2021-10-07,UAE,Ras Al Khaimah,Hypermarket,Male,2.5
SL-02574,Soft drinks,4.37,15,65.55,0,65.55,2023-07-25,UAE,Sharjah,Online,Male,1.6
SL-02575,Masala chai,6.79,90,611.1,20,488.88,2021-09-23,UAE,Ajman,Hypermarket,Male,2.9
SL-02576,Arabic coffee,9.09,80,727.2,25,545.4,2023-10-05,UAE,Sharjah,Hypermarket,Male,2.5
SL-02577,Arabic coffee,7.59,66,500.94,0,500.94,2021-03-14,UAE,Fujairah,Cafe,Male,1.8
SL-02578,Soft drinks,4.62,98,452.76,30,316.93,2022-07-08,UAE,Dubai,Supermarket,Male,3.1
SL-02579,Arabic coffee,13.56,9,122.04,30,85.43,2021-12-09,UAE,Fujairah,Supermarket,Male,1.6
SL-02580,Arabic tea,2.38,96,228.48,10,205.63,2024-11-18,UAE,Ras Al Khaimah,Supermarket,Female,3.2
SL-02581,Laban,4.67,64,298.88,15,254.05,2025-12-14,UAE,Sharjah,Supermarket,Male,3.3
SL-02582,Masala chai,4.31,69,297.39,0,297.39,2020-01-04,UAE,Ajman,Convenience Store,Other,4.0
SL-02583,Camel milk,17.54,23,403.42,20,322.74,2022-09-28,UAE,Ras Al Khaimah,Online,Male,3.1
SL-02584,Arabic tea,3.57,42,149.94,30,104.96,2024-06-23,UAE,Fujairah,Online,Female,2.1
SL-02585,Arabic coffee,8.11,96,778.56,0,778.56,2022-01-08,UAE,Ras Al Khaimah,Online,Female,1.9
SL-02586,Camel milk,15.33,92,1410.36,15,1198.81,2020-03-11,UAE,Umm Al Quwain,Hypermarket,Male,1.8
SL-02587,Masala chai,6.45,6,38.7,10,34.83,2021-04-06,UAE,Abu Dhabi,Cafe,Male,1.9
SL-02588,Masala chai,6.66,66,439.56,20,351.65,2025-01-02,UAE,Umm Al Quwain,Supermarket,Male,4.5
SL-02589,Soft drinks,5.3,53,280.9,20,224.72,2025-11-27,UAE,Ras Al Khaimah,Cafe,Female,2.1
SL-02590,Camel milk,15.82,66,1044.12,25,783.09,2022-06-17,UAE,Abu Dhabi,Supermarket,Female,1.1
SL-02591,Juice,6.53,3,19.59,25,14.69,2023-11-25,UAE,Fujairah,Hypermarket,Female,1.2
SL-02592,Soft drinks,4.99,70,349.3,10,314.37,2020-01-16,UAE,Abu Dhabi,Cafe,Male,4.5
SL-02593,Masala chai,6.16,42,258.72,30,181.1,2022-08-20,UAE,Abu Dhabi,Convenience Store,Male,3.1
SL-02594,Laban,5.84,46,268.64,20,214.91,2021-12-01,UAE,Fujairah,Hypermarket,Female,4.4
SL-02595,Arabic coffee,12.78,99,1265.22,20,1012.18,2024-11-05,UAE,Dubai,Supermarket,Male,3.1
SL-02596,Soft drinks,5.29,97,513.13,15,436.16,2022-04-27,UAE,Abu Dhabi,Hypermarket,Male,3.2
SL-02597,Arabic tea,4.51,50,225.5,25,169.12,2020-12-07,UAE,Umm Al Quwain,Hypermarket,Male,2.9
SL-02598,Laban,4.34,15,65.1,25,48.83,2022-10-12,UAE,Ras Al Khaimah,Online,Male,2.8
SL-02599,Juice,7.31,100,731.0,0,731.0,2021-10-04,UAE,Dubai,Supermarket,Male,3.7
SL-02600,Soft drinks,5.6,92,515.2,20,412.16,2022-07-05,UAE,Abu Dhabi,Supermarket,Female,4.4
SL-02601,Masala chai,7.49,60,449.4,25,337.05,2020-03-22,UAE,Ras Al Khaimah,Supermarket,Female,2.3
SL-02602,Juice,9.72,62,602.64,15,512.24,2024-02-25,UAE,Ajman,Supermarket,Female,2.7
SL-02603,Arabic tea,4.91,1,4.91,25,3.68,2022-12-27,UAE,Ras Al Khaimah,Cafe,Male,3.6
SL-02604,Soft drinks,5.08,80,406.4,5,386.08,2025-03-01,UAE,Ajman,Cafe,Male,2.6
SL-02605,Laban,5.78,46,265.88,20,212.7,2023-05-09,UAE,Ajman,Cafe,Female,3.6
SL-02606,Masala chai,6.3,23,144.9,25,108.67,2021-09-09,UAE,Fujairah,Supermarket,Other,4.3
SL-02607,Arabic coffee,8.91,48,427.68,25,320.76,2023-12-20,UAE,Umm Al Quwain,Online,Female,4.1
SL-02608,Laban,6.32,18,113.76,10,102.38,2021-10-27,UAE,Ajman,Hypermarket,Male,3.0
SL-02609,Masala chai,4.63,78,361.14,10,325.03,2024-12-25,UAE,Fujairah,Online,Female,1.0
SL-02610,Arabic coffee,7.98,18,143.64,20,114.91,2025-04-30,UAE,Umm Al Quwain,Cafe,Male,2.1
SL-02611,Soft drinks,5.06,53,268.18,15,227.95,2024-06-11,UAE,Ras Al Khaimah,Convenience Store,Male,2.8
SL-02612,Juice,4.13,1,4.13,20,3.3,2025-08-01,UAE,Umm Al Quwain,Cafe,Male,3.7
SL-02613,Masala chai,5.8,88,510.4,20,408.32,2025-09-16,UAE,Umm Al Quwain,Cafe,Male,2.1
SL-02614,Soft drinks,5.21,65,338.65,30,237.06,2025-02-20,UAE,Sharjah,Supermarket,Male,2.0
SL-02615,Laban,6.77,44,297.88,5,282.99,2024-04-08,UAE,Ajman,Cafe,Female,3.1
SL-02616,Masala chai,6.88,69,474.72,0,474.72,2021-11-13,UAE,Sharjah,Convenience Store,Male,4.2
SL-02617,Arabic coffee,11.4,51,581.4,0,581.4,2020-05-08,UAE,Sharjah,Hypermarket,Male,4.6
SL-02618,Soft drinks,3.59,59,211.81,0,211.81,2020-09-07,UAE,Ajman,Online,Male,3.4
SL-02619,Camel milk,18.08,23,415.84,10,374.26,2022-06-26,UAE,Ras Al Khaimah,Convenience Store,Male,1.4
SL-02620,Camel milk,14.68,70,1027.6,20,822.08,2023-09-13,UAE,Ras Al Khaimah,Hypermarket,Female,4.2
SL-02621,Juice,5.83,70,408.1,20,326.48,2021-03-10,UAE,Abu Dhabi,Cafe,Female,2.9
SL-02622,Laban,4.39,31,136.09,0,136.09,2020-07-12,UAE,Abu Dhabi,Online,Female,4.7
SL-02623,Camel milk,10.55,87,917.85,10,826.07,2023-12-28,UAE,Fujairah,Online,Female,2.6
SL-02624,Arabic coffee,7.03,46,323.38,15,274.87,2022-02-23,UAE,Sharjah,Supermarket,Female,4.1
SL-02625,Arabic tea,4.19,70,293.3,25,219.97,2025-08-20,UAE,Umm Al Quwain,Convenience Store,Male,3.3
SL-02626,Arabic tea,4.4,93,409.2,0,409.2,2020-05-23,UAE,Fujairah,Supermarket,Female,1.6
SL-02627,Camel milk,9.36,97,907.92,5,862.52,2022-08-03,UAE,Ajman,Convenience Store,Female,1.5
SL-02628,Masala chai,7.59,39,296.01,10,266.41,2025-06-05,UAE,Abu Dhabi,Cafe,Female,1.2
SL-02629,Masala chai,6.33,55,348.15,20,278.52,2024-03-27,UAE,Ajman,Convenience Store,Male,4.8
SL-02630,Soft drinks,5.15,17,87.55,0,87.55,2025-05-10,UAE,Sharjah,Convenience Store,Female,2.7
SL-02631,Soft drinks,3.26,55,179.3,30,125.51,2020-02-02,UAE,Abu Dhabi,Hypermarket,Female,1.7
SL-02632,Masala chai,4.18,82,342.76,25,257.07,2025-08-05,UAE,Fujairah,Convenience Store,Male,1.1
SL-02633,Masala chai,5.4,50,270.0,10,243.0,2022-07-01,UAE,Ras Al Khaimah,Convenience Store,Female,2.3
SL-02634,Laban,4.75,22,104.5,0,104.5,2025-06-26,UAE,Umm Al Quwain,Hypermarket,Female,2.3
SL-02635,Arabic tea,2.41,18,43.38,10,39.04,2020-08-18,UAE,Sharjah,Convenience Store,Male,1.7
SL-02636,Camel milk,16.89,51,861.39,5,818.32,2020-10-05,UAE,Fujairah,Hypermarket,Female,4.7
SL-02637,Arabic coffee,12.79,31,396.49,30,277.54,2021-10-05,UAE,Fujairah,Hypermarket,Female,2.9
